subject_name,session_name,state,posterior_occupancy
GRB006,20241003_112246,0,0.06661042
GRB006,20241004_120803,0,0.03014662
GRB006,20241007_142037,0,0.20154464
GRB006,20241008_151755,0,0.19928297
GRB006,20241011_121243,0,0.028417815
GRB006,20241015_145423,0,0.029144937
GRB006,20241016_153658,0,0.1804672
GRB006,20241018_141859,0,0.23663524
GRB006,20241021_172639,0,0.046848636
GRB006,20230919_133340,1,0.23562707
GRB006,20230920_155219,1,0.07537039
GRB006,20230921_133636,1,0.0041982336
GRB006,20230922_131609,1,0.0015163609
GRB006,20230925_154539,1,0.0013458213
GRB006,20230926_123033,1,0.0018193792
GRB006,20230927_145701,1,0.11647775
GRB006,20230928_145546,1,0.012149596
GRB006,20230929_145546,1,0.0064112414
GRB006,20231002_140748,1,0.024150016
GRB006,20231003_141126,1,0.005658538
GRB006,20231004_122636,1,0.004448439
GRB006,20231005_133120,1,0.00063238875
GRB006,20231006_132453,1,0.0032504403
GRB006,20231009_134122,1,0.0051289727
GRB006,20231010_131131,1,0.0018470539
GRB006,20231011_124016,1,0.003759283
GRB006,20231012_133025,1,0.09212477
GRB006,20231016_134002,1,0.008422047
GRB006,20231017_141854,1,0.0035095103
GRB006,20231018_160206,1,0.0014860567
GRB006,20231019_124131,1,0.022361744
GRB006,20231020_134744,1,0.008561921
GRB006,20231023_142912,1,0.0049603814
GRB006,20231024_141355,1,0.0017643392
GRB006,20231026_115451,1,0.0039769015
GRB006,20231027_125224,1,0.023968773
GRB006,20231031_133131,1,0.0037852947
GRB006,20231101_130616,1,0.22436234
GRB006,20231102_142814,1,0.34939575
GRB006,20231103_124436,1,0.8830229
GRB006,20231106_143523,1,0.39608344
GRB006,20231107_131358,1,0.40460205
GRB006,20231108_143210,1,0.77195895
GRB006,20231109_132341,1,0.1505352
GRB006,20231113_132100,1,0.0050040623
GRB006,20231114_135633,1,0.029610364
GRB006,20231115_134443,1,0.59537405
GRB006,20231116_150200,1,0.8808413
GRB006,20231117_185904,1,0.9897528
GRB006,20231127_133022,1,0.0005754222
GRB006,20231128_141426,1,0.072755024
GRB006,20231130_135215,1,0.3587245
GRB006,20231201_113419,1,0.6733503
GRB006,20231208_131651,1,0.036465198
GRB006,20231211_134311,1,0.008456191
GRB006,20231212_130030,1,0.0038261204
GRB006,20231215_112543,1,0.028843746
GRB006,20240109_144700,1,0.00090375583
GRB006,20240110_135431,1,0.2679963
GRB006,20240110_162338,1,0.8192377
GRB006,20240111_132629,1,0.020084782
GRB006,20240112_135518,1,0.019722447
GRB006,20240116_163044,1,0.00071503187
GRB006,20240117_152600,1,0.00061837176
GRB006,20240118_133404,1,0.0060515795
GRB006,20240228_131618,1,0.23328902
GRB006,20240229_132420,1,0.0712281
GRB006,20240301_144326,1,0.043752495
GRB006,20240304_122108,1,0.0052447603
GRB006,20240305_135034,1,0.0033423095
GRB006,20240306_133858,1,0.6186122
GRB006,20240307_155109,1,0.23783997
GRB006,20240308_152123,1,0.3711391
GRB006,20240311_174310,1,0.0073679183
GRB006,20240313_141512,1,0.0048337374
GRB006,20240314_155950,1,0.0068551404
GRB006,20240315_141855,1,0.00796027
GRB006,20240318_125437,1,0.01391191
GRB006,20240319_120110,1,0.022712354
GRB006,20240320_124113,1,0.0030181585
GRB006,20240321_131913,1,0.0017282992
GRB006,20240322_141501,1,0.003095171
GRB006,20240323_142335,1,0.0025312807
GRB006,20240324_135731,1,0.005508346
GRB006,20240325_115618,1,0.0051145046
GRB006,20240326_140658,1,0.029486941
GRB006,20240327_154217,1,0.037725087
GRB006,20240328_135035,1,0.004754827
GRB006,20240330_144712,1,0.013500444
GRB006,20240331_132807,1,0.06900386
GRB006,20240401_125219,1,0.1618563
GRB006,20240402_140646,1,0.08986032
GRB006,20240403_131227,1,0.10936176
GRB006,20240404_115105,1,0.07154442
GRB006,20240405_142239,1,0.08820787
GRB006,20240406_122407,1,0.07906765
